Wed Sep 16 01:56:31 PDT 2015
minjinsong@hotmail.com ;1442393791.047015 ;1442393791.059196 ;0.012181

minjinsong@hotmail.com ;1442393791.048207 ;1442393791.109653 ;0.061446

minjinsong@hotmail.com ;1442393791.050461 ;1442393791.121678 ;0.071217

minjinsong@hotmail.com ;1442393791.050742 ;1442393791.133762 ;0.083020

minjinsong@hotmail.com ;1442393791.051555 ;1442393791.145533 ;0.093978

minjinsong@hotmail.com ;1442393791.051898 ;1442393791.154170 ;0.102272

minjinsong@hotmail.com ;1442393791.053489 ;1442393791.164519 ;0.111030

minjinsong@hotmail.com ;1442393791.054249 ;1442393791.175008 ;0.120759

minjinsong@hotmail.com ;1442393791.055153 ;1442393791.186103 ;0.130950

minjinsong@hotmail.com ;1442393791.059987 ;1442393791.196651 ;0.136664

minjinsong@hotmail.com ;1442393791.062735 ;1442393791.207007 ;0.144272

minjinsong@hotmail.com ;1442393791.063766 ;1442393791.217775 ;0.154009

minjinsong@hotmail.com ;1442393791.064490 ;1442393791.228182 ;0.163692

Wed Sep 16 01:56:31 PDT 2015
minjinsong@hotmail.com ;1442393791.085464 ;1442393791.238958 ;0.153494

minjinsong@hotmail.com ;1442393791.088143 ;1442393791.258055 ;0.169912

minjinsong@hotmail.com ;1442393791.088397 ;1442393791.260539 ;0.172142

minjinsong@hotmail.com ;1442393791.089085 ;1442393791.271022 ;0.181937

minjinsong@hotmail.com ;1442393791.096707 ;1442393791.281967 ;0.185260

minjinsong@hotmail.com ;1442393791.097480 ;1442393791.293081 ;0.195601

minjinsong@hotmail.com ;1442393791.098471 ;1442393791.304060 ;0.205589

minjinsong@hotmail.com ;1442393791.099156 ;1442393791.314995 ;0.215839

minjinsong@hotmail.com ;1442393791.099546 ;1442393791.326115 ;0.226569

minjinsong@hotmail.com ;1442393791.100215 ;1442393791.337116 ;0.236901

minjinsong@hotmail.com ;1442393791.100886 ;1442393791.347633 ;0.246747

minjinsong@hotmail.com ;1442393791.109930 ;1442393791.358061 ;0.248131

minjinsong@hotmail.com ;1442393791.110681 ;1442393791.368980 ;0.258299

minjinsong@hotmail.com ;1442393791.111359 ;1442393791.380067 ;0.268708

minjinsong@hotmail.com ;1442393791.112065 ;1442393791.391103 ;0.279038

minjinsong@hotmail.com ;1442393791.112719 ;1442393791.402026 ;0.289307

minjinsong@hotmail.com ;1442393791.113388 ;1442393791.413093 ;0.299705

minjinsong@hotmail.com ;1442393791.116228 ;1442393791.424101 ;0.307873

minjinsong@hotmail.com ;1442393791.134712 ;1442393791.435000 ;0.300288

minjinsong@hotmail.com ;1442393791.138746 ;1442393791.446070 ;0.307324

minjinsong@hotmail.com ;1442393791.139465 ;1442393791.457027 ;0.317562

minjinsong@hotmail.com ;1442393791.141855 ;1442393791.468002 ;0.326147

minjinsong@hotmail.com ;1442393791.142333 ;1442393791.479101 ;0.336768

minjinsong@hotmail.com ;1442393791.142804 ;1442393791.490035 ;0.347231

minjinsong@hotmail.com ;1442393791.143490 ;1442393791.500990 ;0.357500

minjinsong@hotmail.com ;1442393791.146273 ;1442393791.512099 ;0.365826

minjinsong@hotmail.com ;1442393791.146958 ;1442393791.523043 ;0.376085

minjinsong@hotmail.com ;1442393791.148627 ;1442393791.534101 ;0.385474

minjinsong@hotmail.com ;1442393791.149483 ;1442393791.545083 ;0.395600

minjinsong@hotmail.com ;1442393791.150171 ;1442393791.556873 ;0.406702

minjinsong@hotmail.com ;1442393791.151142 ;1442393791.567790 ;0.416648

minjinsong@hotmail.com ;1442393791.152070 ;1442393791.579072 ;0.427002

minjinsong@hotmail.com ;1442393791.164166 ;1442393791.590134 ;0.425968

minjinsong@hotmail.com ;1442393791.166678 ;1442393791.601106 ;0.434428

minjinsong@hotmail.com ;1442393791.166977 ;1442393791.612291 ;0.445314

minjinsong@hotmail.com ;1442393791.167227 ;1442393791.623072 ;0.455845

minjinsong@hotmail.com ;1442393791.167510 ;1442393791.634139 ;0.466629

minjinsong@hotmail.com ;1442393791.168313 ;1442393791.645167 ;0.476854

minjinsong@hotmail.com ;1442393791.169439 ;1442393791.656075 ;0.486636

minjinsong@hotmail.com ;1442393791.169997 ;1442393791.667041 ;0.497044

minjinsong@hotmail.com ;1442393791.171160 ;1442393791.678117 ;0.506957

minjinsong@hotmail.com ;1442393791.171454 ;1442393791.688551 ;0.517097

minjinsong@hotmail.com ;1442393791.172431 ;1442393791.699084 ;0.526653

minjinsong@hotmail.com ;1442393791.174272 ;1442393791.710231 ;0.535959

minjinsong@hotmail.com ;1442393791.175675 ;1442393791.721054 ;0.545379

minjinsong@hotmail.com ;1442393791.176377 ;1442393791.732098 ;0.555721

minjinsong@hotmail.com ;1442393791.178465 ;1442393791.743052 ;0.564587

minjinsong@hotmail.com ;1442393791.178844 ;1442393791.754109 ;0.575265

minjinsong@hotmail.com ;1442393791.179979 ;1442393791.765024 ;0.585045

minjinsong@hotmail.com ;1442393791.181451 ;1442393791.776095 ;0.594644

minjinsong@hotmail.com ;1442393791.181747 ;1442393791.787056 ;0.605309

